,shifted_percx_absolute,user_id,shifted_percy_absolute,measure_width_covered,measure_height_covered,movesleft,movesright,no_horizontal_movement,totalmovements_x,perc_left_movement,perc_right_movement,perc_no_movement_x,movesup,movesdown,no_vertical_movement,totalmovements_y,perc_upwward_movement,perc_downward_movement,perc_no_movement_y
19,23782.064421670326,396,20876.37362637388,237.82064421670327,208.7637362637388,6461,6978,42729,56168,11.502991026919242,12.423443953852727,76.07356501922803,8162,6489,41517,56168,14.531405782652044,11.552841475573281,73.91575274177468
20,7727.525622255057,397,6283.1044103414415,77.27525622255057,62.83104410341441,3939,3631,2206,9776,40.29255319148936,37.14198036006547,22.56546644844517,2750,3955,3071,9776,28.13011456628478,40.45621931260229,31.413666121112932
21,5652.734375,400,5876.315789473412,56.52734375,58.76315789473412,2603,2491,1868,6962,37.38868141338696,35.77994829072106,26.831370295891986,1991,3407,1564,6962,28.59810399310543,48.937087043952886,22.464808962941685
22,11663.762811127555,401,12992.719780218305,116.63762811127555,129.92719780218306,4347,5750,18658,28755,15.11737089201878,19.996522343940185,64.88610676404105,4017,7066,17672,28755,13.969744392279605,24.573117718657624,61.45713788906277
23,16564.421669107083,404,23243.956043958075,165.64421669107082,232.43956043958076,10826,11130,73659,95615,11.322491240914083,11.6404329864561,77.03707577262982,10331,14334,70950,95615,10.804790043403232,14.991371646708151,74.20383830988861
24,2309.736456808197,407,2276.648351648345,23.09736456808197,22.76648351648345,96,133,212,441,21.768707482993197,30.158730158730158,48.07256235827664,168,219,54,441,38.095238095238095,49.65986394557823,12.244897959183673
25,8508.199121523134,413,8693.681318680936,85.08199121523134,86.93681318680936,3022,2917,2536,8475,35.65781710914454,34.418879056047196,29.92330383480826,3018,3308,2149,8475,35.61061946902655,39.03244837758112,25.356932153392332
26,5550.68359375,415,5430.631868131606,55.5068359375,54.306318681316064,2258,2239,2404,6901,32.719895667294594,32.44457325025359,34.83553108245182,2002,3525,1374,6901,29.010288364005216,51.079553687871325,19.910157948123462
27,12315.959004392786,422,10436.950549449311,123.15959004392785,104.36950549449311,7569,8324,25242,41135,18.40038896317005,20.23580892184271,61.363802114987244,5339,7954,27842,41135,12.979214780600461,19.336331591102468,67.68445362829706
28,3906.442166910727,423,4744.917582417343,39.06442166910727,47.44917582417342,3190,3136,2639,8965,35.58282208588957,34.98047964305633,29.4366982710541,2272,4464,2229,8965,25.343000557724483,49.79364194088121,24.86335750139431
29,9341.800878477545,428,7587.804878049154,93.41800878477545,75.87804878049154,5312,5383,2596,13291,39.966894891279814,40.5010909638101,19.53201414491009,3299,4516,5476,13291,24.82130765179445,33.97787976826424,41.200812579941314
30,5754.245973645997,435,6721.978021977846,57.54245973645997,67.21978021977846,2931,3098,2701,8730,33.57388316151202,35.48682703321879,30.939289805269187,2873,4323,1534,8730,32.90950744558992,49.51890034364261,17.571592210767466
31,3439.0,438,4706.279069767628,34.39,47.062790697676284,2583,3256,3518,9357,27.605001603077913,34.797477824088915,37.59752057283317,3253,3922,2182,9357,34.76541626589719,41.91514374265256,23.31943999145025
32,3753.592375366539,441,4933.1043956043995,37.53592375366539,49.331043956044,865,890,729,2484,34.82286634460547,35.829307568438004,29.347826086956523,805,1067,612,2484,32.407407407407405,42.954911433172306,24.637681159420293
33,10537.48169838989,444,12375.274725272944,105.37481698389891,123.75274725272943,6735,6848,22124,35707,18.861847816954658,19.178312375724648,61.95983980732069,5429,7892,22386,35707,15.204301677542217,22.10210883020136,62.69358949225642
34,4104.895833333466,447,2298.4615384612575,41.04895833333466,22.984615384612574,6755,7650,4295,18700,36.12299465240641,40.909090909090914,22.967914438502675,3808,6194,8698,18700,20.363636363636363,33.12299465240642,46.51336898395722
35,5472.693997072123,448,5642.963980448947,54.72693997072123,56.42963980448947,4275,4557,3549,12381,34.528713351102496,36.80639689847347,28.664889750424038,2980,5368,4033,12381,24.069138195622326,43.356756320168,32.574105484209674
36,501.5,461,519.6511627906973,5.015,5.196511627906973,108,120,128,356,30.337078651685395,33.70786516853933,35.95505617977528,145,126,85,356,40.73033707865169,35.39325842696629,23.876404494382022
37,8274.6875,464,8691.395348837033,82.746875,86.91395348837034,3426,3620,3158,10204,33.5750686005488,35.47628381027048,30.948647589180712,3418,4599,2187,10204,33.49666797334378,45.070560564484516,21.432771462171697
38,7579.062957540982,465,7269.505494505057,75.79062957540982,72.69505494505057,3603,3783,2468,9854,36.56383194641769,38.39050131926121,25.045666734321088,2655,4981,2218,9854,26.943373249441848,50.54800081185306,22.508625938705094
39,3551.61054172766,471,5389.972527472223,35.5161054172766,53.89972527472223,2988,2187,3505,8680,34.42396313364055,25.195852534562214,40.38018433179724,2847,3923,1910,8680,32.79953917050691,45.19585253456221,22.004608294930875
40,5854.0625,481,5553.157894736589,58.540625,55.53157894736589,2370,1764,2043,6177,38.36813987372511,28.557552209810588,33.0743079164643,1718,3255,1204,6177,27.812854136312126,52.69548324429335,19.49166261939453
41,5073.352855051429,489,7163.461538461113,50.73352855051429,71.63461538461114,2820,2712,4575,10107,27.901454437518552,26.832888097358264,45.265657465123184,4123,3969,2015,10107,40.793509448896806,39.26981300089047,19.93667755021272
42,6529.140625,493,6344.117647059439,65.29140625,63.44117647059439,5264,5461,6682,17407,30.240707761245478,31.372436376170505,38.38685586258402,4864,7920,4623,17407,27.942781639570285,45.49893720916873,26.55828115126099
43,5103.221083455551,494,6896.614583333124,51.03221083455551,68.96614583333124,2696,2832,2954,8482,31.784956378212687,33.38835180381985,34.82669181796746,2532,4047,1903,8482,29.8514501296864,47.71280358406037,22.43574628625324
44,2992.093704245993,496,3436.9505494505474,29.920937042459933,34.369505494505475,931,867,483,2281,40.81543182814555,38.00964489259097,21.17492327926348,900,985,396,2281,39.4563787812363,43.182814555019725,17.360806663743972
45,4709.516837481849,500,4930.6318681317525,47.095168374818485,49.30631868131753,1873,1817,1495,5185,36.123432979749275,35.04339440694311,28.833172613307617,1961,2249,975,5185,37.82063645130183,43.37512054001928,18.80424300867888
46,4420.571010248937,501,3872.5274725274667,44.20571010248936,38.725274725274666,928,1044,465,2437,38.07960607304062,42.8395568321707,19.080837094788674,1044,927,466,2437,42.8395568321707,38.03857201477226,19.12187115305704
47,5713.9092240120535,504,6362.225274724944,57.13909224012053,63.62225274724944,4490,4581,2315,11386,39.43439311435096,40.233620235376776,20.331986650272263,3310,4314,3762,11386,29.070788687862287,37.88863516599332,33.04057614614439
48,7891.068814055793,505,7189.972527472447,78.91068814055794,71.89972527472447,1858,2122,1039,5019,37.01932655907551,42.279338513648135,20.70133492727635,2028,1995,996,5019,40.40645546921697,39.74895397489539,19.844590555887624
49,3481.7261904764373,507,5175.346534653599,34.81726190476437,51.75346534653599,3822,4273,4361,12456,30.684007707129098,34.304752729608225,35.011239563262684,3653,6160,2643,12456,29.32723185613359,49.454078355812456,21.21868978805395
50,4811.786237189162,517,5639.4230769227615,48.117862371891626,56.39423076922762,3317,3682,2417,9416,35.22727272727273,39.103653355989806,25.669073916737467,2857,4356,2203,9416,30.34197111299915,46.26168224299065,23.396346644010197
51,3490.9224011713163,519,3395.192307692307,34.909224011713164,33.95192307692307,600,717,283,1600,37.5,44.8125,17.6875,597,599,404,1600,37.3125,37.4375,25.25
52,2130.673499267947,521,2717.582417582419,21.30673499267947,27.17582417582419,611,714,360,1685,36.26112759643917,42.37388724035608,21.364985163204746,904,476,305,1685,53.64985163204747,28.24925816023739,18.100890207715135
53,4690.702781844869,522,5299.051490515013,46.90702781844869,52.99051490515013,1793,1818,1491,5102,35.14308114464916,35.63308506468052,29.223833790670323,1924,2191,987,5102,37.710701685613486,42.943943551548415,19.345354762838102
54,7236.749633968084,523,5747.252747252566,72.36749633968084,57.47252747252566,1705,1747,1191,4643,36.72194701701486,37.62653456816714,25.651518414818003,1170,2413,1060,4643,25.19922463924187,51.97070859358174,22.830066767176394
55,2822.986822840421,527,4070.604395604395,28.22986822840421,40.70604395604395,955,822,423,2200,43.40909090909091,37.36363636363637,19.227272727272727,1028,827,345,2200,46.72727272727273,37.59090909090909,15.681818181818183
56,6798.888888888883,530,34091.726094825,67.98888888888884,340.91726094825,129,155,2762,3046,4.235062376887722,5.088640840446487,90.67629678266579,1266,1556,224,3046,41.56270518713066,51.083388049901515,7.353906762967827
57,5527.15959004413,532,5622.527472527328,55.2715959004413,56.22527472527329,2008,2015,2051,6074,33.0589397431676,33.174185051037206,33.766875205795195,1772,3077,1225,6074,29.17352650642081,50.65854461639776,20.167928877181428
58,7993.333333333346,534,35966.21089677792,79.93333333333345,359.6621089677792,144,161,2367,2672,5.389221556886228,6.025449101796408,88.58532934131736,704,1711,257,2672,26.34730538922156,64.03443113772454,9.618263473053892
59,8368.359375000004,536,8351.57766826826,83.68359375000004,83.51577668268261,3182,3508,2545,9235,34.45587439090417,37.98592311857065,27.558202490525176,2564,3955,2716,9235,27.763941526800217,42.82620465619924,29.409853817000542
60,5662.884333821703,540,6778.846153845773,56.62884333821703,67.78846153845774,3881,4140,3565,11586,33.49732435698257,35.732780942516825,30.769894700500604,3776,4528,3282,11586,32.59105817365786,39.0816502675643,28.327291558777834
61,5004.5387994145485,542,6103.296703296498,50.045387994145486,61.03296703296498,2644,2485,2123,7252,36.45890788747931,34.26640926640926,29.274682846111418,2820,2833,1599,7252,38.88582460011031,39.06508549365692,22.049089906232762
62,8761.346998536095,546,8119.780219779889,87.61346998536095,81.1978021977989,2567,2630,2139,7336,34.99182115594329,35.85059978189749,29.15757906215922,3374,2338,1624,7336,45.99236641221374,31.87022900763359,22.137404580152673
63,10588.872620790882,549,6932.142857142354,105.88872620790882,69.32142857142354,6435,6580,3658,16673,38.595333773166196,39.465003298746474,21.939662928087326,4169,5097,7407,16673,25.00449829064955,30.570383254363342,44.42511845498711
64,4516.251830161224,550,3303.5087719298267,45.16251830161224,33.03508771929827,4874,4381,3094,12349,39.4687828974006,35.47655680621913,25.05466029638027,2375,3823,6151,12349,19.232326504170377,30.957972305449832,49.80970119037979
65,6607.027818448216,551,6401.510989010838,66.07027818448216,64.01510989010838,2407,2240,1977,6624,36.33756038647343,33.81642512077295,29.846014492753625,2380,2764,1480,6624,35.929951690821255,41.72705314009662,22.342995169082126
66,6240.702781845132,552,6079.268292683179,62.407027818451326,60.792682926831795,2654,2365,1943,6962,38.12122953174375,33.97012352772192,27.908646940534332,1561,4011,1390,6962,22.42171789715599,57.61275495547257,19.965527147371446
67,5348.3113069014125,557,6549.442896936343,53.483113069014124,65.49442896936343,3437,3552,2864,9853,34.88277681924287,36.04993403024459,29.067289150512533,3917,3533,2403,9853,39.75438952603268,35.85709936060083,24.388511113366487
68,1976.5104166666104,563,2424.134615384417,19.765104166666102,24.24134615384417,3677,3483,3201,10361,35.488852427371874,33.61644628896824,30.89470128365988,2246,5006,3109,10361,21.67744426213686,48.31579963324003,30.006756104623104
69,4560.922330097089,564,23721.66503422546,45.60922330097089,237.2166503422546,122,137,1404,1663,7.336139506915214,8.238123872519543,84.42573662056525,711,725,227,1663,42.754058929645225,43.595911004209256,13.650030066145522
70,6173.35285505129,565,3401.236263736259,61.7335285505129,34.01236263736259,473,599,410,1482,31.91632928475034,40.418353576248315,27.66531713900135,535,635,312,1482,36.09986504723347,42.847503373819166,21.052631578947366
71,11450.14641288453,570,7896.565934065627,114.50146412884529,78.96565934065626,3963,4588,3305,11856,33.42611336032389,38.69770580296896,27.876180836707153,3440,4824,3592,11856,29.01484480431849,40.688259109311744,30.296896086369767
72,7220.3513909227195,571,5005.906593406208,72.2035139092272,50.05906593406208,4415,4021,3056,11492,38.41802993386704,34.989557953358855,26.592412112774106,2874,4649,3969,11492,25.008701705534286,40.45422902888966,34.53706926557605
73,2553.5156249999923,573,3006.0692956939947,25.535156249999922,30.060692956939945,1119,1240,775,3134,35.705169112954685,39.56604977664327,24.728781110402043,1379,1215,540,3134,44.00127632418634,38.768347160178685,17.230376515634973
74,3998.169838945831,578,4936.538461538353,39.98169838945831,49.365384615383526,2368,2003,1605,5976,39.625167336010705,33.51740294511379,26.8574297188755,1816,2653,1507,5976,30.388219544846052,44.3942436412316,25.217536813922358
75,1617.3958333333187,579,2430.248091602936,16.173958333333186,24.302480916029356,2197,2624,2184,7005,31.3633119200571,37.45895788722341,31.177730192719487,1794,3606,1605,7005,25.610278372591004,51.477516059957175,22.91220556745182
76,10829.868228404113,584,7474.725274725252,108.29868228404113,74.74725274725252,484,409,362,1255,38.56573705179283,32.58964143426295,28.844621513944226,632,402,221,1255,50.3585657370518,32.03187250996016,17.60956175298805
77,7134.930555555095,591,6242.790697674471,71.34930555555096,62.42790697674471,4275,4021,2923,11219,38.10500044567252,35.84098404492379,26.054015509403687,2942,4612,3665,11219,26.22337106694001,41.10883322934308,32.667795703716905
78,1981.6145833331998,592,3101.3461538457695,19.816145833331998,31.013461538457694,5958,5723,5383,17064,34.91561181434599,33.53844350679794,31.54594467885607,4637,7612,4815,17064,27.1741678387248,44.608532583216125,28.217299578059073
79,7556.40625,594,9259.736842104743,75.5640625,92.59736842104743,2433,2882,1819,7134,34.10428931875526,40.398093636108776,25.497617045135968,1921,3653,1560,7134,26.92738996355481,51.20549481356883,21.867115222876365
80,4161.484375,595,54881.520119224944,41.61484375,548.8152011922494,218,223,4779,5220,4.176245210727969,4.272030651340996,91.55172413793103,1724,3242,254,5220,33.02681992337165,62.107279693486596,4.865900383141762
81,4246.852122986863,598,5528.319783197938,42.46852122986863,55.28319783197938,2091,2136,1877,6104,34.2562254259502,34.99344692005242,30.750327653997378,2117,2775,1212,6104,34.682175622542594,45.46199213630406,19.855832241153344
82,4469.999999999838,600,5417.093023255823,44.69999999999838,54.17093023255823,1957,2096,1898,5951,32.885229373214585,35.22097126533355,31.89379936145186,1585,3078,1288,5951,26.634179129558056,51.72239959670644,21.643421273735505
83,5658.956386292952,602,4072.2656250001423,56.589563862929516,40.72265625000142,4168,4149,1979,10296,40.48174048174048,40.2972027972028,19.22105672105672,3111,3747,3438,10296,30.215617715617714,36.392773892773896,33.39160839160839
84,7608.980582524276,604,35017.73890476944,76.08980582524276,350.17738904769436,171,162,3202,3535,4.837340876944837,4.582743988684583,90.57991513437058,1780,1493,262,3535,50.35360678925035,42.234794908062234,7.411598302687411
85,4643.777452416007,605,5170.054945054769,46.43777452416007,51.70054945054769,3412,3675,2337,9424,36.20543293718166,38.99617996604414,24.798387096774192,2334,4178,2912,9424,24.76655348047538,44.33361629881155,30.89983022071307
86,2245.0595238096,607,2998.8235294116903,22.450595238096,29.988235294116905,2661,2396,1947,7004,37.99257567104512,34.20902341519132,27.798400913763565,2268,3312,1424,7004,32.38149628783552,47.28726442033124,20.33123929183324
87,6969.18008784788,608,7056.504065040681,69.6918008784788,70.56504065040681,1999,2565,943,5507,36.2992554930089,46.57708371163973,17.12366079535137,1931,2296,1280,5507,35.06446341020519,41.692391501725076,23.24314508806973
88,4192.1875,612,6832.674418604839,41.921875,68.32674418604839,3705,3773,2938,10416,35.57027649769585,36.223118279569896,28.206605222734254,3454,4526,2436,10416,33.1605222734255,43.452380952380956,23.387096774193548
89,4612.8843338215465,614,5076.648351648154,46.12884333821547,50.76648351648154,2204,2511,2467,7182,30.687830687830687,34.962406015037594,34.349763297131716,1991,3447,1744,7182,27.72208298524088,47.99498746867168,24.282929546087438
90,9995.973645680782,616,9756.45604395511,99.95973645680782,97.5645604395511,1483,1608,3943,7034,21.08330963889679,22.860392379869207,56.056297981234,1680,4364,990,7034,23.883992038669323,62.04151265282911,14.074495308501564
91,2325.8333333333185,620,2428.173076922956,23.258333333333184,24.28173076922956,2532,2599,1849,6980,36.27507163323782,37.23495702005731,26.48997134670487,1907,3027,2046,6980,27.320916905444125,43.36676217765043,29.312320916905442
92,16743.3203125,621,8169.7857142851035,167.433203125,81.69785714285103,9626,9172,2714,21512,44.74711788769059,42.63666790628486,12.616214206024544,8569,8053,4890,21512,39.83358125697285,37.43492004462626,22.73149869840089
93,5410.375,624,6706.046511627975,54.10375,67.06046511627974,3107,3016,2173,8296,37.451783992285435,36.35486981677917,26.19334619093539,2324,3743,2229,8296,28.013500482160076,45.11812921890068,26.868370298939247
94,260.078125,627,274.307545367717,2.60078125,2.74307545367717,98,64,206,368,26.6304347826087,17.391304347826086,55.97826086956522,131,180,57,368,35.59782608695652,48.91304347826087,15.489130434782608
95,4805.4904831626145,628,5533.379120878904,48.054904831626146,55.333791208789044,2992,2791,2786,8569,34.91655969191271,32.5708950869413,32.51254522114599,2336,4307,1926,8569,27.261057299568208,50.26257439607888,22.4763683043529
96,26640.950540908496,630,31823.66519350219,266.40950540908494,318.2366519350219,19213,16019,301,35533,54.07086370416233,45.08203641685194,0.8470998789857316,15177,20338,18,35533,42.71240818394168,57.2369346804379,0.050657135620409195
97,13449.70703125,632,11562.22527472421,134.4970703125,115.62225274724209,3549,3603,2971,10123,35.05877704237874,35.592215746320264,29.349007211300997,3136,4416,2571,10123,30.978958806677863,43.62343178899536,25.397609404326783
98,4968.740849194928,633,6126.373626373261,49.687408491949284,61.26373626373261,4864,4816,3654,13334,36.478176091195444,36.11819409029549,27.403629818509074,4055,5469,3810,13334,30.410979451027448,41.015449227538625,28.573571321433928
99,4967.8125,639,5986.046511627934,49.678125,59.860465116279336,2437,1644,1561,5642,43.19390287132222,29.138603332151717,27.667493796526056,2117,2157,1368,5642,37.52215526409074,38.23112371499468,24.24672102091457
100,1058.888888888889,640,4161.718749999998,10.588888888888889,41.61718749999998,15,11,81,107,14.018691588785046,10.2803738317757,75.70093457943925,23,66,18,107,21.49532710280374,61.6822429906542,16.822429906542055
101,582.1933962264159,641,750.7797270955177,5.821933962264159,7.5077972709551775,236,279,1092,1607,14.685749844430616,17.361543248288736,67.95270690728064,272,443,892,1607,16.925948973242065,27.566894835096452,55.50715619166148
102,24167.27672035401,642,26537.50000000283,241.6727672035401,265.3750000000283,12030,11654,137225,160909,7.476275410325091,7.242602961922577,85.28112162775233,7984,16677,136248,160909,4.9618107128874085,10.364243143640193,84.6739461434724
103,7526.041666665925,645,9283.72093023229,75.26041666665925,92.8372093023229,5529,4770,17890,28189,19.6140338429884,16.921494199865194,63.46447195714641,4679,5623,17887,28189,16.598673241335273,19.94749725070063,63.4538295079641
104,9374.524158126269,646,12824.58791208649,93.74524158126269,128.2458791208649,6212,5109,21486,32807,18.934983387691652,15.572896028286646,65.4921205840217,5660,7004,20143,32807,17.25241564300302,21.34910232572317,61.398482031273815
105,30723.060029285498,647,29522.390109893102,307.230600292855,295.22390109893104,10089,9217,89197,108503,9.29836041399777,8.494695999188963,82.20694358681327,9767,11175,87561,108503,9.001594425960572,10.299254398495894,80.69915117554353
106,3738.2137628111536,649,5206.318681318462,37.382137628111536,52.06318681318462,2622,2272,2547,7441,35.2371993011692,30.533530439457063,34.22927025937374,2590,3431,1420,7441,34.80714957666981,46.10939389866953,19.083456524660665
107,10141.800878477487,652,12310.302197800826,101.41800878477487,123.10302197800826,4510,5939,17026,27475,16.414922656960872,21.616014558689717,61.969062784349404,3339,7455,16681,27475,12.152866242038217,27.133757961783438,60.71337579617835
108,8734.480234261011,654,11024.999999999005,87.34480234261011,110.24999999999005,3970,4341,15108,23419,16.9520474828131,18.53623126521201,64.51172125197489,3569,5375,14475,23419,15.239762585934496,22.951449677612196,61.80878773645331
109,2658.5294117647245,659,2742.857142857153,26.585294117647244,27.42857142857153,965,746,2516,4227,22.829429855689614,17.648450437662643,59.522119706647736,931,740,2556,4227,22.02507688668086,17.506505796072865,60.46841731724627
110,3308.7115666178825,662,3983.104395604319,33.087115666178825,39.83104395604319,2413,2250,2162,6825,35.35531135531135,32.967032967032964,31.677655677655675,1866,3311,1648,6825,27.34065934065934,48.51282051282052,24.14652014652015
111,12174.377745241545,664,10322.252747252101,121.74377745241546,103.22252747252101,2957,3055,2776,8788,33.648156577150665,34.76331360946745,31.588529813381882,2791,3784,2213,8788,31.759217114246702,43.058716431497494,25.182066454255803
112,8991.508052708952,667,8377.74725274671,89.91508052708951,83.77747252746711,4428,4443,17508,26379,16.786079836233366,16.842943250312747,66.37097691345389,2967,7233,16179,26379,11.247583304901626,27.419538269077677,61.3328784260207
113,11856.149341142087,673,11341.346153845207,118.56149341142087,113.41346153845207,4273,4974,16230,25477,16.77199042273423,19.523491776896808,63.70451780036896,3415,6250,15812,25477,13.404246967853359,24.53193076107862,62.06382227106803
114,8271.595900439466,679,8632.692307692014,82.71595900439466,86.32692307692014,1352,1943,5682,8977,15.060710705135346,21.644201849170102,63.295087445694556,1735,1985,5257,8977,19.327169432995433,22.1120641639746,58.56076640302996
115,6393.704245974006,680,7141.208791208496,63.93704245974006,71.41208791208496,4197,4294,3595,12086,34.72612940592421,35.528710905179544,29.745159688896244,3041,5311,3734,12086,25.16134370345855,43.943405593248386,30.895250703293065
116,9009.53125,683,10555.999999137814,90.0953125,105.55999999137813,3365,5460,18604,27429,12.268037478581064,19.905938969703598,67.82602355171534,4080,6896,16453,27429,14.874767581756535,25.141273834263007,59.98395858398046
117,17963.03074670624,685,18873.351648350887,179.6303074670624,188.73351648350888,7368,7741,48739,63848,11.539907279789501,12.124107254729983,76.33598546548052,6550,10260,47038,63848,10.258739506327528,16.069414860293197,73.67184563337928
118,4921.171875,686,5717.105263157419,49.21171875,57.17105263157419,3783,3669,3331,10783,35.08300102012427,34.02578132245201,30.891217657423724,2722,5835,2226,10783,25.243438746174533,54.112955578224984,20.643605675600483
119,6297.877013177653,690,7695.604395603955,62.97877013177653,76.95604395603955,4198,4549,2946,11693,35.901821602668264,38.903617548960916,25.194560848370823,3454,5444,2795,11693,29.53904045155221,46.557769605747026,23.903189942700763
120,9510.102489019211,691,8085.302197801922,95.10102489019211,80.85302197801923,4033,3664,10746,18443,21.8673751558857,19.86661606029388,58.266008783820425,3235,3260,11948,18443,17.540530282492004,17.67608306674619,64.78338665076181
121,8633.67647058837,700,7676.785714285516,86.33676470588371,76.76785714285516,3340,3411,2044,8795,37.97612279704378,38.783399658897096,23.240477544059125,2752,3898,2145,8795,31.290505969300742,44.320636725412164,24.388857305287097
122,9960.541727672397,704,11926.422764227402,99.60541727672397,119.26422764227402,4576,4374,16215,25165,18.183985694416847,17.38128352871051,64.43473077687264,4159,5501,15505,25165,16.52692231273594,21.85972580965627,61.61335187760779
123,4175.988286969302,717,4437.362637362589,41.75988286969302,44.373626373625896,2115,1947,1210,5272,40.11760242792109,36.9309559939302,22.95144157814871,1583,2513,1176,5272,30.026555386949926,47.66691957511381,22.306525037936268
124,12925.841874085083,718,11686.950549449126,129.25841874085083,116.86950549449126,4789,5878,19416,30083,15.919289964431737,19.539274673403582,64.54143536216468,4161,8066,17856,30083,13.831732207559085,26.812485456902568,59.35578233553834
125,7418.9604685216145,721,7465.934065933711,74.18960468521614,74.65934065933712,2859,3109,2160,8128,35.17470472440945,38.25049212598425,26.574803149606304,2473,3896,1759,8128,30.425688976377952,47.93307086614173,21.641240157480315
126,6629.8828125,726,7058.104395603961,66.298828125,70.58104395603961,2409,2668,3239,8316,28.968253968253972,32.082732082732086,38.94901394901395,1697,4923,1696,8316,20.406445406445407,59.19913419913419,20.394420394420397
127,11815.592972181688,727,12899.725274724005,118.15592972181689,128.99725274724005,4833,5430,17944,28207,17.13404474066721,19.25054064593895,63.61541461339384,3807,6488,17912,28207,13.496649767788139,23.001382635516006,63.50196759669585
128,3357.569444444321,728,4186.279069767574,33.57569444444321,41.862790697675734,2287,2041,1915,6243,36.633028992471566,32.69261572961717,30.674355277911257,2169,2457,1617,6243,34.74291206150889,39.35607880826525,25.901009130225855
